Segment,Q1.a,Q4.a.3,Q4.a.4,Q4.a.5,Q4.a.6,Q4.a.10,Q4.a.17,Q8.a.1,Q8.a.2,Q8.a.6,Q8.a.8,Q9.a.2,Q9.a.3,Q9.a.4,Q9.a.5,Q9.a.6,Q9.a.8,Q23.a,Q24.a.1
5,2.553647167,1.276823584,1.276823584,2.553647167,3.830470751,2.553647167,2.553647167,1.276823584,6.384117918,1.276823584,1.276823584,2.553647167,2.553647167,1.276823584,2.553647167,1.276823584,2.553647167,1.276823584,3.830470751
3,1.715246046,0.857623023,0.857623023,0.857623023,2.572869068,1.715246046,2.572869068,4.288115114,0.857623023,4.288115114,0.857623023,1.715246046,1.715246046,1.715246046,1.715246046,1.715246046,0.857623023,0.857623023,1.715246046
1,1.695921873,0.847960936,0.847960936,0.847960936,1.695921873,0.847960936,0.847960936,4.239804681,4.239804681,0.847960936,0.847960936,0.847960936,0.847960936,0.847960936,0.847960936,0.847960936,0.847960936,0.847960936,0.847960936
3,3.424593272,0.856148318,0.856148318,1.712296636,3.424593272,1.712296636,4.28074159,2.568444954,0.856148318,4.28074159,2.568444954,1.712296636,1.712296636,1.712296636,1.712296636,1.712296636,1.712296636,0.856148318,3.424593272
4,2.001765333,1.000882666,1.000882666,2.001765333,5.004413332,3.002647999,4.003530666,1.000882666,1.000882666,5.004413332,1.000882666,1.000882666,1.000882666,1.000882666,1.000882666,1.000882666,2.001765333,1.000882666,3.002647999
3,1.932877482,0.966438741,0.966438741,0.966438741,1.932877482,0.966438741,3.865754963,4.832193704,1.932877482,3.865754963,1.932877482,1.932877482,1.932877482,1.932877482,1.932877482,1.932877482,1.932877482,0.966438741,1.932877482
5,3.356491036,1.118830345,1.118830345,1.118830345,3.356491036,1.118830345,4.475321381,2.23766069,4.475321381,4.475321381,1.118830345,2.23766069,2.23766069,2.23766069,2.23766069,2.23766069,2.23766069,1.118830345,3.356491036
5,7.471991246,1.867997811,1.867997811,1.867997811,5.603993434,1.867997811,1.867997811,9.339989057,3.735995623,7.471991246,1.867997811,5.603993434,5.603993434,3.735995623,1.867997811,1.867997811,1.867997811,1.867997811,3.735995623
5,1.344656531,1.344656531,1.344656531,2.016984796,2.016984796,2.016984796,2.016984796,3.361641327,3.361641327,2.689313062,0.672328265,2.016984796,0.672328265,0.672328265,0.672328265,0.672328265,1.344656531,0.672328265,2.016984796
5,1.415623091,0.707811545,0.707811545,2.123434636,2.831246182,0.707811545,0.707811545,3.539057727,1.415623091,3.539057727,0.707811545,2.123434636,1.415623091,1.415623091,2.123434636,2.123434636,0.707811545,0.707811545,3.539057727
3,1.802942095,0.901471048,0.901471048,0.901471048,3.605884191,0.901471048,1.802942095,3.605884191,1.802942095,3.605884191,0.901471048,2.704413143,1.802942095,2.704413143,1.802942095,2.704413143,1.802942095,0.901471048,2.704413143
2,1.250872484,1.250872484,0.625436242,1.250872484,1.250872484,1.250872484,1.250872484,3.127181211,3.127181211,1.876308727,0.625436242,1.876308727,0.625436242,0.625436242,1.876308727,0.625436242,0.625436242,0.625436242,1.250872484
5,1.497913061,1.497913061,0.74895653,0.74895653,0.74895653,2.246869591,0.74895653,3.744782652,3.744782652,1.497913061,1.497913061,0.74895653,0.74895653,0.74895653,0.74895653,0.74895653,0.74895653,0.74895653,1.497913061
5,2.940541503,0.980180501,0.980180501,0.980180501,4.900902506,0.980180501,0.980180501,0.980180501,3.920722005,0.980180501,3.920722005,1.960361002,2.940541503,0.980180501,0.980180501,2.940541503,2.940541503,0.980180501,5.881083007
3,1.870478099,1.870478099,0.93523905,0.93523905,4.676195248,0.93523905,0.93523905,0.93523905,0.93523905,0.93523905,0.93523905,2.805717149,0.93523905,0.93523905,1.870478099,0.93523905,1.870478099,0.93523905,2.805717149
4,2.553647167,1.276823584,2.553647167,2.553647167,5.107294335,1.276823584,5.107294335,5.107294335,5.107294335,1.276823584,1.276823584,2.553647167,2.553647167,2.553647167,2.553647167,2.553647167,2.553647167,1.276823584,2.553647167
2,0.989647207,1.979294415,0.989647207,2.968941622,0.989647207,2.968941622,2.968941622,4.948236036,4.948236036,0.989647207,0.989647207,0.989647207,1.979294415,0.989647207,1.979294415,1.979294415,0.989647207,0.989647207,3.958588829
4,3.867040968,2.578027312,1.289013656,5.156054623,6.445068279,3.867040968,6.445068279,1.289013656,1.289013656,5.156054623,1.289013656,2.578027312,2.578027312,1.289013656,3.867040968,2.578027312,2.578027312,1.289013656,1.289013656
5,2.189956556,2.189956556,1.094978278,3.284934835,3.284934835,2.189956556,3.284934835,5.474891391,5.474891391,1.094978278,1.094978278,1.094978278,2.189956556,2.189956556,2.189956556,1.094978278,1.094978278,1.094978278,1.094978278
5,7.916665305,4.749999183,4.749999183,4.749999183,3.166666122,3.166666122,7.916665305,1.583333061,7.916665305,3.166666122,3.166666122,4.749999183,4.749999183,4.749999183,4.749999183,4.749999183,4.749999183,1.583333061,6.333332244
5,5.892873758,2.946436879,1.473218439,2.946436879,2.946436879,5.892873758,7.366092197,1.473218439,1.473218439,5.892873758,4.419655318,4.419655318,2.946436879,2.946436879,2.946436879,4.419655318,4.419655318,1.473218439,5.892873758
3,2.405883222,0.801961074,0.801961074,0.801961074,4.00980537,0.801961074,1.603922148,3.207844296,1.603922148,2.405883222,1.603922148,2.405883222,1.603922148,1.603922148,2.405883222,2.405883222,1.603922148,0.801961074,1.603922148
4,1.188379221,0.594189611,0.594189611,0.594189611,1.782568832,0.594189611,0.594189611,2.970948053,0.594189611,2.970948053,0.594189611,1.188379221,1.188379221,1.188379221,1.188379221,1.188379221,1.188379221,0.594189611,0.594189611
4,4.357693421,1.452564474,1.452564474,2.905128947,4.357693421,1.452564474,4.357693421,7.262822368,1.452564474,7.262822368,1.452564474,1.452564474,2.905128947,2.905128947,2.905128947,2.905128947,2.905128947,1.452564474,2.905128947
4,6.04845154,3.02422577,3.02422577,4.536338655,4.536338655,4.536338655,7.560564425,1.512112885,1.512112885,7.560564425,1.512112885,3.02422577,3.02422577,3.02422577,3.02422577,3.02422577,3.02422577,1.512112885,6.04845154
3,5.982344413,3.988229609,1.994114804,7.976459218,7.976459218,3.988229609,9.970574022,1.994114804,1.994114804,1.994114804,1.994114804,3.988229609,3.988229609,3.988229609,3.988229609,3.988229609,3.988229609,1.994114804,7.976459218
1,0.484194256,0.242097128,0.242097128,0.484194256,0.484194256,0.242097128,0.242097128,1.210485641,0.242097128,1.210485641,0.242097128,0.484194256,0.484194256,0.484194256,0.484194256,0.484194256,0.484194256,0.242097128,0.726291385
4,1.415623091,0.707811545,0.707811545,0.707811545,1.415623091,0.707811545,0.707811545,2.123434636,3.539057727,2.123434636,0.707811545,0.707811545,0.707811545,1.415623091,1.415623091,0.707811545,0.707811545,0.707811545,2.123434636
5,3.851237989,2.567491993,1.283745996,2.567491993,2.567491993,2.567491993,2.567491993,3.851237989,3.851237989,3.851237989,5.134983985,3.851237989,1.283745996,1.283745996,2.567491993,2.567491993,1.283745996,1.283745996,3.851237989
3,2.105410682,1.403607121,1.403607121,2.105410682,1.403607121,1.403607121,3.509017803,0.701803561,3.509017803,0.701803561,0.701803561,0.701803561,1.403607121,0.701803561,2.105410682,0.701803561,0.701803561,0.701803561,2.807214242
4,1.58811375,0.794056875,0.794056875,2.382170624,3.970284374,1.58811375,1.58811375,2.382170624,2.382170624,0.794056875,0.794056875,0.794056875,1.58811375,1.58811375,1.58811375,1.58811375,0.794056875,0.794056875,3.176227499
5,4.697039944,2.348519972,2.348519972,4.697039944,2.348519972,2.348519972,2.348519972,1.174259986,5.87129993,1.174259986,1.174259986,2.348519972,1.174259986,1.174259986,1.174259986,1.174259986,1.174259986,1.174259986,2.348519972
5,2.473707033,4.947414065,3.710560549,6.184267581,2.473707033,2.473707033,2.473707033,2.473707033,6.184267581,6.184267581,3.710560549,1.236853516,3.710560549,3.710560549,3.710560549,2.473707033,2.473707033,1.236853516,1.236853516
5,1.997415287,0.665805096,0.665805096,1.331610191,1.997415287,0.665805096,1.331610191,3.329025478,1.331610191,3.329025478,1.331610191,0.665805096,0.665805096,0.665805096,0.665805096,0.665805096,0.665805096,0.665805096,1.997415287
3,2.905128947,2.905128947,2.905128947,2.905128947,5.810257894,1.452564474,4.357693421,5.810257894,4.357693421,5.810257894,2.905128947,2.905128947,2.905128947,2.905128947,2.905128947,4.357693421,4.357693421,1.452564474,4.357693421
4,2.380227617,2.380227617,1.190113809,2.380227617,3.570341426,2.380227617,3.570341426,5.950569044,1.190113809,5.950569044,2.380227617,3.570341426,2.380227617,2.380227617,2.380227617,3.570341426,1.190113809,1.190113809,4.760455235
5,2.353406363,2.353406363,1.176703181,2.353406363,2.353406363,2.353406363,3.530109544,1.176703181,2.353406363,4.706812725,1.176703181,2.353406363,2.353406363,2.353406363,2.353406363,2.353406363,1.176703181,1.176703181,1.176703181
1,2.573674888,1.286837444,1.286837444,3.860512332,2.573674888,1.286837444,2.573674888,2.573674888,6.434187219,1.286837444,1.286837444,1.286837444,1.286837444,2.573674888,1.286837444,1.286837444,1.286837444,1.286837444,5.147349776
5,1.031035709,1.031035709,1.031035709,0.687357139,1.031035709,1.374714278,1.031035709,1.718392848,0.687357139,0.687357139,1.718392848,0.687357139,0.687357139,0.687357139,0.687357139,0.687357139,0.34367857,0.687357139,0.34367857
5,1.781114888,0.890557444,0.890557444,0.890557444,2.671672331,2.671672331,3.562229775,4.452787219,3.562229775,4.452787219,0.890557444,1.781114888,1.781114888,1.781114888,1.781114888,1.781114888,1.781114888,0.890557444,2.671672331
4,1.932661974,0.966330987,0.966330987,1.932661974,2.898992961,0.966330987,2.898992961,2.898992961,1.932661974,3.865323949,0.966330987,1.932661974,1.932661974,1.932661974,1.932661974,1.932661974,1.932661974,0.966330987,1.932661974
3,1.344656531,0.672328265,0.672328265,2.016984796,3.361641327,1.344656531,3.361641327,1.344656531,2.689313062,2.016984796,0.672328265,1.344656531,1.344656531,1.344656531,1.344656531,1.344656531,1.344656531,0.672328265,1.344656531
5,4.471305634,1.117826409,1.117826409,2.235652817,3.353479226,3.353479226,3.353479226,1.117826409,2.235652817,3.353479226,3.353479226,2.235652817,2.235652817,2.235652817,2.235652817,2.235652817,2.235652817,2.235652817,3.353479226
1,2.788222586,0.929407529,0.929407529,0.929407529,2.788222586,0.929407529,2.788222586,1.858815057,3.717630114,2.788222586,0.929407529,2.788222586,1.858815057,2.788222586,1.858815057,0.929407529,1.858815057,0.929407529,1.858815057
4,1.977597556,0.988798778,1.977597556,2.966396334,4.94399389,2.966396334,4.94399389,4.94399389,2.966396334,4.94399389,0.988798778,1.977597556,1.977597556,1.977597556,1.977597556,1.977597556,1.977597556,0.988798778,4.94399389
3,1.84701155,1.84701155,1.84701155,1.84701155,3.694023101,1.84701155,2.770517326,1.84701155,1.84701155,2.770517326,0.923505775,0.923505775,1.84701155,1.84701155,1.84701155,1.84701155,1.84701155,0.923505775,3.694023101
3,0.85191058,1.703821159,0.85191058,1.703821159,2.555731739,0.85191058,1.703821159,4.259552898,4.259552898,1.703821159,1.703821159,0.85191058,1.703821159,1.703821159,1.703821159,0.85191058,0.85191058,0.85191058,2.555731739
4,1.873171067,1.873171067,1.873171067,1.873171067,2.809756601,1.873171067,2.809756601,3.746342134,3.746342134,1.873171067,1.873171067,0.936585534,1.873171067,1.873171067,1.873171067,0.936585534,0.936585534,0.936585534,1.873171067
5,2.121702666,1.060851333,1.060851333,1.060851333,1.060851333,1.060851333,3.182553999,5.304256666,1.060851333,5.304256666,1.060851333,3.182553999,3.182553999,3.182553999,2.121702666,1.060851333,1.060851333,1.060851333,2.121702666
5,2.693238449,4.039857673,2.693238449,4.039857673,2.693238449,2.693238449,5.386476898,1.346619224,4.039857673,4.039857673,1.346619224,2.693238449,2.693238449,4.039857673,2.693238449,1.346619224,1.346619224,1.346619224,5.386476898
1,2.988164932,2.988164932,1.494082466,2.988164932,2.988164932,1.494082466,2.988164932,4.482247399,4.482247399,7.470412331,1.494082466,2.988164932,2.988164932,2.988164932,4.482247399,4.482247399,1.494082466,1.494082466,2.988164932
4,1.717183872,1.717183872,0.858591936,1.717183872,3.434367744,1.717183872,2.575775808,4.29295968,0.858591936,4.29295968,0.858591936,0.858591936,1.717183872,1.717183872,1.717183872,0.858591936,1.717183872,0.858591936,3.434367744
5,1.811888912,0.905944456,0.905944456,0.905944456,0.905944456,0.905944456,0.905944456,4.52972228,4.52972228,0.905944456,0.905944456,0.905944456,0.905944456,0.905944456,0.905944456,1.811888912,0.905944456,0.905944456,2.717833368
2,2.245036942,1.122518471,2.245036942,3.367555413,4.490073884,1.122518471,3.367555413,4.490073884,1.122518471,4.490073884,1.122518471,1.122518471,1.122518471,1.122518471,2.245036942,1.122518471,2.245036942,1.122518471,4.490073884
4,1.7374165,0.86870825,0.86870825,0.86870825,1.7374165,1.7374165,4.34354125,1.7374165,2.60612475,2.60612475,0.86870825,1.7374165,1.7374165,1.7374165,0.86870825,1.7374165,1.7374165,0.86870825,1.7374165
4,1.880935689,1.880935689,1.880935689,1.880935689,5.642807068,1.880935689,1.880935689,7.523742758,1.880935689,3.761871379,3.761871379,3.761871379,3.761871379,3.761871379,3.761871379,3.761871379,3.761871379,1.880935689,1.880935689
5,7.560564425,4.536338655,3.02422577,6.04845154,7.560564425,3.02422577,4.536338655,4.536338655,1.512112885,6.04845154,4.536338655,3.02422577,3.02422577,4.536338655,3.02422577,4.536338655,3.02422577,1.512112885,6.04845154
2,2.60612475,2.60612475,1.7374165,0.86870825,1.7374165,1.7374165,2.60612475,0.86870825,3.474833,4.34354125,0.86870825,0.86870825,0.86870825,0.86870825,1.7374165,2.60612475,0.86870825,1.7374165,2.60612475
1,2.124245614,1.416163743,0.708081871,2.124245614,2.124245614,1.416163743,1.416163743,1.416163743,3.540409357,3.540409357,3.540409357,0.708081871,0.708081871,1.416163743,0.708081871,1.416163743,0.708081871,0.708081871,1.416163743
1,2.016984796,0.672328265,0.672328265,0.672328265,2.016984796,1.344656531,1.344656531,3.361641327,0.672328265,3.361641327,0.672328265,1.344656531,1.344656531,1.344656531,1.344656531,0.672328265,0.672328265,0.672328265,2.016984796
5,3.284934835,1.094978278,1.094978278,3.284934835,3.284934835,1.094978278,5.474891391,1.094978278,4.379913113,5.474891391,1.094978278,2.189956556,1.094978278,2.189956556,1.094978278,1.094978278,1.094978278,1.094978278,3.284934835
1,2.509961492,1.254980746,1.254980746,1.254980746,2.509961492,1.254980746,2.509961492,3.764942237,2.509961492,5.019922983,1.254980746,1.254980746,1.254980746,1.254980746,1.254980746,2.509961492,1.254980746,1.254980746,5.019922983
1,1.717474069,1.144982713,0.572491356,0.572491356,1.717474069,0.572491356,1.144982713,1.144982713,1.717474069,1.717474069,0.572491356,1.717474069,1.717474069,1.717474069,0.572491356,0.572491356,1.717474069,0.572491356,1.717474069
5,1.647016086,0.549005362,0.549005362,0.549005362,0.549005362,1.098010724,1.647016086,0.549005362,2.745026811,0.549005362,0.549005362,1.647016086,1.098010724,1.098010724,1.098010724,0.549005362,0.549005362,0.549005362,1.098010724
1,2.26637827,3.399567405,3.399567405,3.399567405,3.399567405,3.399567405,3.399567405,1.133189135,4.532756541,1.133189135,1.133189135,3.399567405,3.399567405,3.399567405,3.399567405,3.399567405,3.399567405,4.532756541,2.26637827
4,1.693001866,0.846500933,0.846500933,0.846500933,3.386003732,0.846500933,0.846500933,4.232504665,4.232504665,4.232504665,4.232504665,1.693001866,1.693001866,1.693001866,1.693001866,1.693001866,1.693001866,0.846500933,3.386003732
2,1.979294415,0.989647207,0.989647207,0.989647207,2.968941622,0.989647207,0.989647207,4.948236036,3.958588829,3.958588829,0.989647207,0.989647207,1.979294415,1.979294415,0.989647207,1.979294415,0.989647207,0.989647207,3.958588829
5,0.454226431,0.454226431,0.681339646,0.681339646,0.908452861,0.454226431,0.454226431,0.908452861,0.227113215,0.908452861,1.135566077,0.227113215,0.227113215,0.227113215,0.454226431,0.227113215,0.454226431,0.227113215,0.454226431
5,2.248451977,2.997935969,2.997935969,2.248451977,2.248451977,1.498967985,2.997935969,1.498967985,1.498967985,1.498967985,1.498967985,2.248451977,2.248451977,2.248451977,2.248451977,2.248451977,2.248451977,0.749483992,2.248451977
4,1.614172168,1.614172168,1.614172168,2.421258252,3.228344336,1.614172168,2.421258252,3.228344336,2.421258252,1.614172168,1.614172168,0.807086084,1.614172168,1.614172168,1.614172168,1.614172168,1.614172168,0.807086084,3.228344336
4,2.809911219,0.936637073,0.936637073,1.873274146,4.683185366,0.936637073,1.873274146,1.873274146,2.809911219,0.936637073,4.683185366,0.936637073,0.936637073,1.873274146,0.936637073,1.873274146,1.873274146,0.936637073,3.746548292
5,3.702137939,1.23404598,1.23404598,2.46809196,3.702137939,2.46809196,2.46809196,1.23404598,4.936183919,1.23404598,4.936183919,1.23404598,1.23404598,1.23404598,1.23404598,1.23404598,1.23404598,1.23404598,4.936183919
4,1.79695798,0.89847899,0.89847899,2.69543697,4.49239495,1.79695798,2.69543697,4.49239495,0.89847899,4.49239495,0.89847899,0.89847899,1.79695798,1.79695798,1.79695798,1.79695798,1.79695798,0.89847899,3.59391596
5,1.816434622,1.816434622,1.816434622,1.816434622,0.605478207,1.816434622,1.210956415,3.027391037,3.027391037,1.210956415,2.421912829,1.816434622,1.816434622,0.605478207,0.605478207,1.210956415,0.605478207,0.605478207,1.816434622
5,1.000882666,2.001765333,1.000882666,2.001765333,2.001765333,3.002647999,1.000882666,5.004413332,2.001765333,1.000882666,1.000882666,1.000882666,1.000882666,1.000882666,1.000882666,1.000882666,1.000882666,1.000882666,4.003530666
4,2.010833922,1.005416961,1.005416961,2.010833922,4.021667844,2.010833922,3.016250883,4.021667844,2.010833922,4.021667844,5.027084804,1.005416961,1.005416961,1.005416961,1.005416961,1.005416961,2.010833922,1.005416961,3.016250883
2,3.939300779,3.939300779,2.626200519,3.939300779,5.252401038,3.939300779,5.252401038,6.565501298,2.626200519,6.565501298,2.626200519,2.626200519,2.626200519,2.626200519,2.626200519,2.626200519,2.626200519,1.31310026,1.31310026
3,2.753852002,1.376926001,1.376926001,1.376926001,1.376926001,1.376926001,6.884630006,1.376926001,6.884630006,1.376926001,1.376926001,1.376926001,1.376926001,1.376926001,1.376926001,1.376926001,1.376926001,1.376926001,5.507704004
5,2.573674888,1.286837444,1.286837444,1.286837444,5.147349776,1.286837444,2.573674888,1.286837444,6.434187219,1.286837444,1.286837444,2.573674888,2.573674888,2.573674888,3.860512332,2.573674888,1.286837444,1.286837444,1.286837444
4,2.377423673,1.188711837,1.188711837,1.188711837,3.56613551,1.188711837,2.377423673,3.56613551,1.188711837,3.56613551,1.188711837,3.56613551,2.377423673,2.377423673,3.56613551,2.377423673,2.377423673,1.188711837,3.56613551
1,2.23766069,1.118830345,1.118830345,1.118830345,3.356491036,1.118830345,3.356491036,5.594151726,5.594151726,5.594151726,4.475321381,1.118830345,1.118830345,1.118830345,1.118830345,1.118830345,1.118830345,1.118830345,1.118830345
4,0.60701435,0.60701435,0.303507175,0.303507175,0.60701435,0.60701435,0.910521524,0.303507175,1.517535874,0.303507175,0.303507175,0.303507175,0.303507175,0.303507175,0.910521524,0.60701435,0.910521524,0.303507175,0.60701435
5,3.356491036,2.23766069,1.118830345,4.475321381,3.356491036,2.23766069,3.356491036,3.356491036,3.356491036,3.356491036,2.23766069,3.356491036,2.23766069,2.23766069,3.356491036,3.356491036,3.356491036,1.118830345,4.475321381
4,1.965894726,0.982947363,0.982947363,0.982947363,2.948842089,0.982947363,1.965894726,3.931789452,1.965894726,4.914736815,0.982947363,1.965894726,1.965894726,1.965894726,1.965894726,0.982947363,1.965894726,0.982947363,0.982947363
4,1.195575026,1.195575026,1.195575026,1.195575026,1.793362539,1.793362539,2.391150051,1.793362539,1.793362539,1.793362539,0.597787513,1.195575026,1.195575026,1.195575026,1.195575026,1.195575026,1.195575026,0.597787513,1.793362539
5,1.932661974,1.932661974,1.932661974,1.932661974,2.898992961,1.932661974,2.898992961,0.966330987,4.831654936,0.966330987,0.966330987,1.932661974,1.932661974,1.932661974,1.932661974,1.932661974,1.932661974,0.966330987,2.898992961
3,6.423180729,2.569272292,2.569272292,2.569272292,5.138544583,2.569272292,6.423180729,3.853908437,1.284636146,5.138544583,1.284636146,2.569272292,3.853908437,3.853908437,3.853908437,2.569272292,2.569272292,1.284636146,5.138544583
5,2.479446452,1.239723226,1.239723226,1.239723226,4.958892904,1.239723226,1.239723226,1.239723226,6.19861613,1.239723226,1.239723226,1.239723226,3.719169678,1.239723226,2.479446452,1.239723226,1.239723226,1.239723226,1.239723226
5,1.061467454,1.061467454,2.122934909,2.122934909,4.245869818,1.061467454,2.122934909,4.245869818,5.307337272,4.245869818,1.061467454,1.061467454,1.061467454,1.061467454,1.061467454,1.061467454,1.061467454,1.061467454,3.184402363
4,2.123434636,2.123434636,2.123434636,1.415623091,2.123434636,2.123434636,1.415623091,2.123434636,2.123434636,2.123434636,1.415623091,2.123434636,2.123434636,2.123434636,1.415623091,2.123434636,2.123434636,0.707811545,2.831246182
4,1.603922148,1.603922148,0.801961074,2.405883222,2.405883222,2.405883222,1.603922148,4.00980537,2.405883222,4.00980537,0.801961074,1.603922148,1.603922148,1.603922148,1.603922148,1.603922148,1.603922148,0.801961074,4.00980537
4,0.93523905,1.870478099,0.93523905,0.93523905,1.870478099,1.870478099,1.870478099,1.870478099,1.870478099,1.870478099,4.676195248,1.870478099,1.870478099,0.93523905,1.870478099,1.870478099,1.870478099,0.93523905,3.740956198
3,9.024537862,3.609815145,3.609815145,3.609815145,7.219630289,3.609815145,5.414722717,3.609815145,5.414722717,5.414722717,1.804907572,3.609815145,3.609815145,3.609815145,3.609815145,3.609815145,3.609815145,1.804907572,3.609815145
4,1.802942095,1.802942095,0.901471048,1.802942095,2.704413143,0.901471048,3.605884191,3.605884191,4.507355239,3.605884191,3.605884191,1.802942095,1.802942095,1.802942095,1.802942095,0.901471048,1.802942095,0.901471048,2.704413143
4,1.837400002,0.918700001,2.756100003,2.756100003,4.593500005,2.756100003,1.837400002,4.593500005,0.918700001,4.593500005,0.918700001,0.918700001,0.918700001,0.918700001,0.918700001,0.918700001,1.837400002,0.918700001,3.674800004
1,3.356491036,2.23766069,1.118830345,1.118830345,3.356491036,2.23766069,3.356491036,5.594151726,5.594151726,3.356491036,1.118830345,2.23766069,3.356491036,3.356491036,2.23766069,3.356491036,1.118830345,1.118830345,1.118830345
1,4.188701037,1.047175259,2.094350519,4.188701037,2.094350519,4.188701037,2.094350519,5.235876297,4.188701037,1.047175259,1.047175259,2.094350519,2.094350519,2.094350519,1.047175259,1.047175259,1.047175259,1.047175259,3.141525778
5,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955,5.602099777,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955,1.120419955
5,3.399567405,2.26637827,2.26637827,3.399567405,1.133189135,2.26637827,2.26637827,4.532756541,4.532756541,4.532756541,4.532756541,2.26637827,2.26637827,2.26637827,1.133189135,1.133189135,1.133189135,2.26637827,1.133189135
5,1.270903951,6.354519755,6.354519755,6.354519755,6.354519755,6.354519755,6.354519755,6.354519755,6.354519755,6.354519755,6.354519755,3.812711853,3.812711853,3.812711853,3.812711853,3.812711853,1.270903951,3.812711853,7.625423706
4,0.549005362,0.549005362,0.549005362,0.549005362,1.647016086,0.549005362,0.549005362,2.745026811,1.647016086,2.745026811,2.196021449,1.098010724,1.098010724,1.098010724,1.098010724,0.549005362,1.647016086,0.549005362,1.098010724
4,0.475928871,0.475928871,0.475928871,0.475928871,0.951857742,0.475928871,0.475928871,2.379644356,0.475928871,2.379644356,1.903715485,0.951857742,0.951857742,0.951857742,0.951857742,0.951857742,0.951857742,0.475928871,0.475928871
5,6.707506657,1.676876664,1.676876664,3.353753329,5.030629993,1.676876664,5.030629993,8.384383322,1.676876664,8.384383322,8.384383322,3.353753329,1.676876664,5.030629993,5.030629993,1.676876664,5.030629993,1.676876664,6.707506657
5,1.712296636,0.856148318,1.712296636,0.856148318,2.568444954,0.856148318,1.712296636,0.856148318,0.856148318,2.568444954,3.424593272,0.856148318,1.712296636,0.856148318,0.856148318,0.856148318,0.856148318,0.856148318,0.856148318
4,1.418486505,0.472828835,0.472828835,0.94565767,1.418486505,0.472828835,1.89131534,2.364144175,0.472828835,1.89131534,0.472828835,1.418486505,0.94565767,0.94565767,0.94565767,0.94565767,0.94565767,1.418486505,1.89131534
5,0.894644051,0.894644051,0.447322025,0.894644051,1.341966076,0.894644051,0.894644051,0.447322025,1.341966076,0.447322025,0.447322025,0.447322025,0.447322025,0.447322025,0.894644051,0.447322025,0.447322025,0.447322025,1.789288101
2,0.580599098,0.580599098,0.580599098,1.161198197,1.161198197,1.161198197,2.322396394,2.902995492,1.741797295,2.902995492,1.741797295,1.741797295,0.580599098,0.580599098,1.741797295,0.580599098,0.580599098,0.580599098,0.580599098
5,1.979208726,3.958417452,0.989604363,1.979208726,2.968813089,1.979208726,2.968813089,0.989604363,0.989604363,0.989604363,0.989604363,0.989604363,1.979208726,1.979208726,1.979208726,1.979208726,1.979208726,0.989604363,3.958417452
5,5.386476898,2.693238449,1.346619224,2.693238449,4.039857673,2.693238449,5.386476898,1.346619224,5.386476898,1.346619224,1.346619224,2.693238449,2.693238449,2.693238449,2.693238449,2.693238449,2.693238449,1.346619224,5.386476898
5,2.768257566,4.152386348,4.152386348,4.152386348,2.768257566,4.152386348,4.152386348,4.152386348,5.536515131,4.152386348,4.152386348,2.768257566,1.384128783,2.768257566,2.768257566,2.768257566,1.384128783,1.384128783,4.152386348
5,3.573285114,1.786642557,1.786642557,1.786642557,5.359927671,3.573285114,8.933212785,3.573285114,5.359927671,5.359927671,5.359927671,3.573285114,3.573285114,3.573285114,3.573285114,3.573285114,1.786642557,1.786642557,1.786642557
3,1.661613339,0.415403335,0.415403335,1.246210004,1.661613339,0.415403335,0.83080667,1.246210004,1.246210004,1.246210004,0.83080667,1.246210004,0.83080667,1.246210004,1.246210004,0.83080667,0.83080667,0.415403335,1.246210004
4,0.433388338,0.433388338,0.433388338,0.433388338,1.300165013,0.433388338,0.433388338,2.166941688,0.433388338,2.166941688,1.300165013,0.866776675,0.866776675,0.866776675,0.866776675,0.866776675,0.866776675,0.433388338,0.433388338
4,2.643033232,3.52404431,3.52404431,3.52404431,3.52404431,3.52404431,3.52404431,4.405055387,4.405055387,4.405055387,0.881011077,1.762022155,1.762022155,1.762022155,1.762022155,1.762022155,1.762022155,0.881011077,1.762022155
1,2.405883222,0.801961074,0.801961074,0.801961074,1.603922148,0.801961074,0.801961074,2.405883222,2.405883222,1.603922148,1.603922148,0.801961074,2.405883222,2.405883222,0.801961074,0.801961074,0.801961074,0.801961074,1.603922148
3,2.276416601,0.758805534,0.758805534,0.758805534,3.035222134,0.758805534,0.758805534,3.794027668,3.035222134,3.794027668,0.758805534,0.758805534,0.758805534,0.758805534,0.758805534,0.758805534,1.517611067,0.758805534,0.758805534
5,2.189956556,2.189956556,1.094978278,2.189956556,2.189956556,1.094978278,1.094978278,2.189956556,3.284934835,3.284934835,2.189956556,2.189956556,2.189956556,2.189956556,2.189956556,2.189956556,1.094978278,2.189956556,4.379913113
4,1.575112979,2.625188298,2.625188298,2.625188298,2.625188298,2.625188298,2.625188298,1.575112979,0.52503766,1.575112979,0.52503766,1.050075319,1.050075319,1.050075319,1.050075319,1.050075319,1.050075319,0.52503766,1.050075319
4,0.936637073,0.936637073,0.936637073,0.936637073,3.746548292,0.936637073,1.873274146,2.809911219,1.873274146,2.809911219,0.936637073,1.873274146,1.873274146,2.809911219,1.873274146,0.936637073,1.873274146,0.936637073,2.809911219
